sample_id,any_picorna,any_calici,any_pos,virus_general,dataset,specific_roost_site,roost_site,latitude_s,longitude_e,sampling_session,processing_date,year,bat_species,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,predicted_mass_g,mass_forearm_residual
KEL35,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,330,21,128.1,62.5,27.1,8.9,5.8,NA,NA
KEL350,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,71,2019-07-07,2019,Eidolon dupreanum,male,A,NA,no,NA,NA,343,21.8,129.8,62.8,31,9.8,10.1,NA,NA
KEL354,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,71,2019-07-07,2019,Eidolon dupreanum,male,A,NA,no,NA,NA,351,25,123.2,63.9,27.3,11.3,8,NA,NA
KEL36,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,330,20.2,134.5,64.4,29.8,10.9,10.8,NA,NA
KEL361,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,75,2019-08-24,2019,Eidolon dupreanum,male,A,no,no,NA,NA,338,21.6,133.1,64.2,23.7,12.6,8.2,332.6345826,5.36541739
KEL366,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,75,2019-08-24,2019,Eidolon dupreanum,male,A,no,no,NA,NA,355,22.6,129.9,62.9,25.2,13.1,12.9,322.2960954,32.70390463
KEL367,1,0,1,Cardiovirus,NIH,Angavokely,AngavoKely,-18.9327,47.7578,75,2019-08-24,2019,Eidolon dupreanum,male,A,no,no,NA,NA,330,19.6,131.6,63.1,25.6,14.8,11.8,327.7791014,2.220898639
KEL368,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,75,2019-08-24,2019,Eidolon dupreanum,male,A,no,no,NA,NA,385,22.2,134.3,64.6,27.9,16.2,15.3,336.5307117,48.46928831
KEL369,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,78,2019-09-20,2019,Eidolon dupreanum,male,A,no,no,NA,NA,381,24,132.7,63.9,32.4,17.9,9.6,331.3381882,49.66181176
KEL370,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,78,2019-09-20,2019,Eidolon dupreanum,male,A,no,no,NA,NA,349,22.2,129.5,62.4,26.1,9.3,10.3,321.0090647,27.9909353
KEL371,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,78,2019-09-20,2019,Eidolon dupreanum,male,A,no,no,NA,NA,337,22.9,129.7,59.3,25.2,7.1,7.3,321.6524325,15.34756753
KEL373,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,78,2019-09-20,2019,Eidolon dupreanum,male,A,no,no,NA,NA,326,20.1,125.2,58.1,22.3,0.7,6.9,307.2486593,18.75134071
KEL374,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,78,2019-09-20,2019,Eidolon dupreanum,male,A,no,no,NA,NA,363,22.9,130.1,63.6,27.9,8.1,7.5,322.9400531,40.05994691
KEL380,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,78,2019-09-20,2019,Eidolon dupreanum,male,A,no,no,NA,NA,360,20.5,127.7,61.5,29.7,14.7,14.8,315.2320891,44.76791085
KEL382,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,78,2019-09-20,2019,Eidolon dupreanum,male,A,no,no,NA,NA,345,19,131.4,63.1,26.2,15.6,16.5,327.1329426,17.86705741
KEL389,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,78,2019-09-20,2019,Eidolon dupreanum,male,A,no,no,NA,NA,292,22.5,130,59.5,26.5,16.1,10.7,322.6180374,-30.6180374
KEL40,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,340,22.6,125.4,63.6,30.3,7.1,10.2,NA,NA
KEL41,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,330,22.5,131.6,61.2,25.1,11.1,11.4,NA,NA
KEL440,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,91,2020-02-02,2020,Eidolon dupreanum,female,NL,no,no,NA,NA,340,20.5,130,64,27,8.5,6,312.7435948,27.25640518
KEL442,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,91,2020-02-02,2020,Eidolon dupreanum,male,A,no,no,NA,NA,375,23,132,66.5,20.1,17,16,329.072295,45.92770499
KEL443,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,91,2020-02-02,2020,Eidolon dupreanum,male,A,no,no,NA,NA,400,23.55,130,67.5,32,20,17.5,322.6180374,77.3819626
KEL444,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,91,2020-02-02,2020,Eidolon dupreanum,female,NL,no,no,NA,NA,320,20,127,63.5,28,6,4.5,302.7143405,17.28565952
KEL45,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,340,20.2,129.7,59.8,33.9,5.9,9.2,NA,NA
KEL452,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,91,2020-02-02,2020,Eidolon dupreanum,male,A,no,no,NA,NA,311,21.6,132.6,64.9,30.4,small,small,331.0142711,-20.01427107
KEL459,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,91,2020-02-02,2020,Eidolon dupreanum,male,A,no,no,NA,NA,230,21.5,132,60,25,14,13,329.072295,-99.07229501
KEL46,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,320,21,126.1,64.5,32.5,6.2,9.4,NA,NA
KEL47,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,330,21.5,124.1,60.1,24.9,7.9,12.2,NA,NA
KEL48,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,320,21.5,126.8,59.2,20.2,8.1,10.7,NA,NA
KEL49,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,450,20.4,122.3,62.5,25.8,4.7,9,NA,NA
KEL61,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,330,26,137.9,67.1,33,5.1,10.6,NA,NA
KEL63,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,330,21.6,122.7,63.5,28.6,7.6,4.8,NA,NA
KEL67,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-17,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,290,21,129.2,65.7,34.1,7.2,12.1,NA,NA
KEL68,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-17,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,330,20.5,133.6,61.7,30,13.2,22.2,NA,NA
KEL69,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-17,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,320,20.2,129.9,55,31.7,19.9,26.9,NA,NA
KEL71,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-17,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,300,21.3,129.6,62.1,30.9,15,23.5,NA,NA
KEL72,1,0,1,Hepatovirus,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-17,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,270,21,128.9,59.3,27.2,14.9,21.9,NA,NA
KEL77,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-17,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,270,21.5,133.7,57.7,35.7,small,NA,NA,NA
KEL78,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-17,2014,Eidolon dupreanum,female,NL,NA,NA,NA,NA,300,21.2,130,64.6,34.6,small,NA,NA,NA
KEL86,1,0,1,Kobuvirus,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-18,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,350,22.2,140.9,64.9,37.9,15.9,26.9,NA,NA
KEL91,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-18,2014,Eidolon dupreanum,female,L,NA,NA,NA,NA,290,19.5,125.4,61,33,9.1,11.1,NA,NA
KEL95,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,20,2014-12-18,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,260,21.5,133.8,63.6,30.7,11.3,20.3,NA,NA
MAH1,0,0,0,,CZID,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-13,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,590,25.2,166,75,26.5,NA,NA,NA,NA
MAH10,0,0,0,,CZID/NIH,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-16,2014,Pteropus rufus,male,A,NA,NA,NA,NA,590,26.3,170,91.6,36.4,NA,NA,NA,NA
MAH11,0,0,0,,CZID,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-18,2014,Pteropus rufus,male,A,NA,NA,NA,NA,650,25.7,174.8,83.2,42.3,NA,NA,NA,NA
MAH12,0,0,0,,CZID/NIH,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-18,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,600,25.1,169,86.4,40.6,NA,NA,NA,NA
MAH13,0,0,0,,NIH,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-18,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,600,22.4,164,72.9,39.6,NA,NA,NA,NA
MAH14,0,0,0,,NIH,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-18,2014,Pteropus rufus,male,A,NA,NA,NA,NA,450,24,149,76.9,34.7,NA,NA,NA,NA
MAH15,0,0,0,,NIH,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-18,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,610,24.8,166,71,38.1,NA,NA,NA,NA
MAH16,0,0,0,,NIH,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-18,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,520,23,159,76.1,31.1,NA,NA,NA,NA
MAH3,0,0,0,,CZID,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-13,2014,Pteropus rufus,male,J,NA,NA,NA,NA,400,23.7,105,77,30.2,NA,NA,NA,NA
MAH4,0,0,0,,CZID,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-13,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,530,24.5,160,78.1,34.3,NA,NA,NA,NA
MAH6,0,0,0,,CZID,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-13,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,510,26.4,168,82.3,34.4,NA,NA,NA,NA
MAH7,0,0,0,,CZID,Mahabo,Ambakoana,-18.513,48.1665,8,2014-07-13,2014,Pteropus rufus,male,A,NA,NA,NA,NA,470,23.5,160,80.1,40.6,NA,NA,NA,NA
MAK12,0,0,0,,CZID/NIH,Makira,Ambakoana,-18.513,48.1665,32,2015-07-12,2015,Pteropus rufus,male,A,NA,NA,NA,NA,780,27.5,170,85.39,28.79,small,NA,NA,NA
MAK13,0,0,0,,CZID/NIH,Makira,Ambakoana,-18.513,48.1665,32,2015-07-14,2015,Pteropus rufus,male,A,NA,NA,NA,NA,600,26.5,160,77.35,29.7,small,NA,NA,NA
MAK3,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-08,2014,Pteropus rufus,female,L,NA,NA,NA,NA,550,24.9,167,82,37.4,12.2,13.4,NA,NA
MARO10,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,2,2013-11-08,2013,Pteropus rufus,female,L,NA,NA,NA,NA,512,28,154,76,24,NA,NA,NA,NA
MARO12,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,2,2013-11-08,2013,Pteropus rufus,female,L,NA,NA,NA,NA,650,31,168,86.4,24,NA,NA,NA,NA
MARO13,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,2,2013-11-08,2013,Pteropus rufus,female,J,NA,NA,NA,NA,70,18,59,36,16.5,NA,NA,NA,NA
MARO36,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,10,2014-08-23,2014,Pteropus rufus,male,A,NA,NA,NA,NA,600,23.7,167,82.3,29.1,NA,NA,NA,NA
MARO37,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,10,2014-08-23,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,670,27,159,74.7,29.9,NA,NA,NA,NA
MARO43,0,0,0,,CZID/NIH,Marovitsika,Ambakoana,-18.513,48.1665,10,2014-09-01,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,455,25.2,151,75,24.8,NA,NA,NA,NA
MARO47,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,16,2014-11-29,2014,Pteropus rufus,male,A,NA,NA,NA,NA,510,23.4,155,75.3,29.7,7.3,9.4,NA,NA
MARO48,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,16,2014-11-29,2014,Pteropus rufus,male,A,NA,NA,NA,NA,540,23.4,159,76.4,26.4,8.3,10.3,NA,NA
MARO55,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,16,2014-11-30,2014,Pteropus rufus,male,J,NA,NA,NA,NA,160,14.7,108.5,58.1,23.5,small,NA,NA,NA
MARO56,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,16,2014-11-30,2014,Pteropus rufus,female,L,NA,NA,NA,NA,440,24.6,162,78.9,29.3,12.9,16.1,NA,NA
MARO58,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,16,2014-12-01,2014,Pteropus rufus,female,NL,NA,NA,NA,NA,440,24.1,159,76.4,30.3,small,NA,NA,NA
MARO64,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,16,2014-12-03,2014,Pteropus rufus,male,J,NA,NA,NA,NA,195,21.8,118.2,59.5,21.6,small,NA,NA,NA
MARO66,0,0,0,,CZID/NIH,Marovitsika,Ambakoana,-18.513,48.1665,21,2015-03-11,2015,Pteropus rufus,male,A,NA,NA,NA,NA,680,27.2,162,78.5,24,7.7,8.6,NA,NA
MARO67,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,21,2015-03-11,2015,Pteropus rufus,male,A,NA,NA,NA,NA,780,26.2,171,82.3,25.8,14.8,15.6,NA,NA
MARO68,0,0,0,,NIH,Marovitsika,Ambakoana,-18.513,48.1665,21,2015-03-11,2015,Pteropus rufus,male,A,NA,NA,NA,NA,750,28.4,168,84,31,19,19,NA,NA
MARO7,0,0,0,,CZID,Marovitsika,Ambakoana,-18.513,48.1665,2,2013-11-07,2013,Pteropus rufus,female,L,NA,NA,NA,NA,510,32.5,165,79,25,NA,NA,NA,NA
MARO79,0,0,0,,CZID/NIH,Marovitsika,Ambakoana,-18.513,48.1665,28,2015-05-17,2015,Pteropus rufus,male,J,NA,NA,NA,NA,510,25.4,153.6,73.7,30.8,4.6,6.5,NA,NA
MARO8,0,0,0,,CZID,Marovitsika,Ambakoana,-18.513,48.1665,2,2013-11-07,2013,Pteropus rufus,male,J,NA,NA,NA,NA,150,24.3,98,50,18.8,NA,NA,NA,NA
MIZ12,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,12,2014-10-04,2014,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,72,11.55,76,32.8,16.5,4.8,1.8,NA,NA
MIZ13,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,12,2014-10-04,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,65,10.45,72.5,32,12.5,13.5,10.5,NA,NA
MIZ135,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,J,yes,yes,pup,MIZ136,20,8.7,50.5,22.2,8.3,small,small,NA,NA
MIZ136,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,L,no,yes,mom,MIZ135,60,11.8,67.9,28,13.3,6.1,7.4,54.90316117,5.096838835
MIZ137,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,J,no,no,NA,NA,40,8.1,58.2,21.6,17.1,small,small,NA,NA
MIZ138,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,10.8,73.2,35.5,19.3,0.4,1.8,60.07854867,-0.078548667
MIZ140,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,L,no,yes,mom,MIZ141,60,10.3,64.9,26.2,10.5,6.8,8,52.00867718,7.991322819
MIZ141,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,male,J,yes,yes,pup,MIZ140,20,7.4,51.1,22,6.8,small,small,NA,NA
MIZ142,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12.4,71.3,28.4,12.4,0.5,1.5,65.08834503,-5.088345026
MIZ143,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,50,10.3,63.4,28.2,9,1.2,4,50.57129269,-0.571292685
MIZ144,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,J,yes,yes,pup,MIZ145,20,6.2,36.5,17.4,9.4,small,small,NA,NA
MIZ145,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,L,no,yes,mom,MIZ144,50,11.6,69.4,33.8,11.4,5.7,6.7,56.36002545,-6.360025452
MIZ146,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,11.6,72.5,32.7,12.5,7.8,11.6,66.8998619,-6.899861902
MIZ147,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,11.4,71.6,32.1,12.2,5.7,6.9,58.50806367,-3.508063671
MIZ148,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,55,11.8,69.7,32.7,13.9,8.8,11.6,62.70342374,-7.703423736
MIZ149,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,11.6,71.4,32,13.6,4.3,5.1,58.31223937,1.687760631
MIZ150,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,50,11.7,73.4,30.3,14.9,6.2,7.2,60.27534204,-10.27534204
MIZ151,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,11,72.5,34.6,13.9,8.6,12.6,66.8998619,-6.899861902
MIZ152,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-18,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,48,10.8,68.8,31.1,13.2,4.1,5.7,55.77652175,-7.776521745
MIZ153,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,male,J,yes,yes,pup,MIZ154,30,5.8,35.8,18.3,9.9,small,small,NA,NA
MIZ154,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,female,L,no,yes,mom,MIZ153,50,10.2,71,34.2,16.1,6.8,7.2,57.92091764,-7.920917642
MIZ155,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,female,L,no,yes,mom,MIZ156,50,9.7,71,28.3,16.5,6.7,8.7,57.92091764,-7.920917642
MIZ156,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,female,J,yes,yes,pup,MIZ155,27,6.7,55,20.8,11.8,small,small,NA,NA
MIZ158,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,female,J,yes,yes,pup,MIZ157,25,7.4,52,22.2,10.6,small,small,NA,NA
MIZ159,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,female,L,no,yes,mom,MIZ160,50,10.4,71.5,33.6,11.6,5.3,8.3,58.41013793,-8.410137925
MIZ16,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,12,2014-10-04,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,60,10.46,75.8,34.8,8.1,3.4,2.1,NA,NA
MIZ160,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,female,J,yes,yes,pup,MIZ159,20,6.7,49.1,21.9,9.5,small,small,NA,NA
MIZ161,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,10.4,70.3,34.3,13.4,3,4.5,57.23715849,2.762841509
MIZ162,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,45,10.3,73.7,36.7,16.3,8.6,9.2,60.5707317,-15.5707317
MIZ163,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,39,2018-02-19,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,30,8.2,54.6,22.9,12,small,small,42.27878783,-12.27878783
MIZ165,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,11.5,68.9,33.6,12.6,5.1,4.7,55.87370245,-0.873702451
MIZ167,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,12,72,33.7,13.6,4.1,2.7,58.90003793,1.099962068
MIZ168,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,12,73.2,33.7,12,5.8,4.2,60.07854867,-5.078548667
MIZ169,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12.5,72.7,34.1,12.7,small,small,67.20367411,-7.203674113
MIZ170,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,55,11,66.9,33,13.2,13.3,11.1,58.61430267,-3.614302667
MIZ171,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,65,12,69.7,33.7,12.4,13.4,10,62.70342374,2.296576264
MIZ172,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12.5,67.3,31.7,12.4,13.2,8.6,59.19183364,0.80816636
MIZ173,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,10.5,70.1,31.5,12.3,5.7,4.3,57.04204631,2.957953694
MIZ174,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,75,13,73.5,35.9,14.9,14.9,10.9,68.42431136,6.575688636
MIZ175,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,13,76.1,36.1,13.9,6.5,5.5,62.94238227,-2.94238227
MIZ176,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,male,J,yes,no,NA,NA,35,10,61.1,28,12.4,small,small,NA,NA
MIZ177,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-13,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,11.5,74.2,30.7,13.9,3.5,3.4,61.06357814,-6.063578141
MIZ178,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-14,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,65,10.5,71.8,33.4,11.8,13.7,3.5,65.84077431,-0.840774309
MIZ179,0,1,1,Sapovirus,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-14,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,75,12,74.3,35.6,12.3,14.4,13.7,69.65354502,5.346454981
MIZ18,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,12,2014-10-04,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,52,9.56,66.5,33.5,12.8,small,NA,NA,NA
MIZ180,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-14,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,80,13,73.5,36.1,14.2,16.3,9.7,68.42431136,11.57568864
MIZ181,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-14,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12,67.6,32.6,13.9,13.7,11.1,59.62643732,0.373562681
MIZ183,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-14,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,11.5,74,35.7,12.5,10.4,10.1,69.19157711,-9.191577112
MIZ184,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-14,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,11,72.5,32.6,13.9,3.2,1,59.39061388,-4.390613877
